entityId,latitude,longitude,timestamp,entityType,vehicleId,assetId,deliveryId,orderId,packageId,stopId,stopSequence,routeId,driverId,driverName,depot,warehouse,region,status,speed,heading,alertFlag,priority,scheduledTime,eta,actualArrivalTime,deliveryWindowStart,deliveryWindowEnd,completionTime,failedReason,exceptionReason,slaBreachFlag,destinationLatitude,destinationLongitude,fuelLevel,batteryLevel,temperature,sensorValue,maintenanceStatus,itemCategory,itemValue,temperatureSensitiveFlag
VH-0005,32.7677,-96.857,2026-05-29T11:14:00.000Z,Vehicle,VH-0005,,,,,,,R-005,DRV-005,Driver 5,Texas Hub,WH-Texas,Southwest,Maintenance,24,112,,,,,,,,,,,,,,55,,,,Inspection due,,,
VH-0005,32.7857,-96.835,2026-05-29T11:26:00.000Z,Vehicle,VH-0005,,,,,,,R-005,DRV-005,Driver 5,Texas Hub,WH-Texas,Southwest,Alert,25,134,,,,,,,,,,,,,,56,,,,,,,
VH-0005,32.8037,-96.813,2026-05-29T11:38:00.000Z,Vehicle,VH-0005,,,,,,,R-005,DRV-005,Driver 5,Texas Hub,WH-Texas,Southwest,Active,26,156,,,,,,,,,,,,,,57,,,,,,,
VH-0005,32.8217,-96.791,2026-05-29T11:50:00.000Z,Vehicle,VH-0005,,,,,,,R-005,DRV-005,Driver 5,Texas Hub,WH-Texas,Southwest,Active,27,178,,,,,,,,,,,,,,58,,,,,,,
VH-0006,40.7357,-73.9872,2026-05-29T10:50:00.000Z,Vehicle,VH-0006,,,,,,,R-006,DRV-006,Driver 6,North DC,WH-North,Northeast,Offline,0,85,,,,,,,,,,,,,,60,,,,,,,
VH-0006,40.7537,-73.9652,2026-05-29T11:02:00.000Z,Vehicle,VH-0006,,,,,,,R-006,DRV-006,Driver 6,North DC,WH-North,Northeast,Maintenance,24,107,,,,,,,,,,,,,,61,,,,Inspection due,,,
VH-0006,40.7717,-73.9432,2026-05-29T11:14:00.000Z,Vehicle,VH-0006,,,,,,,R-006,DRV-006,Driver 6,North DC,WH-North,Northeast,Alert,25,129,,,,,,,,,,,,,,62,,,,,,,
VH-0006,40.7897,-73.9212,2026-05-29T11:26:00.000Z,Vehicle,VH-0006,,,,,,,R-006,DRV-006,Driver 6,North DC,WH-North,Northeast,Active,26,151,,,,,,,,,,,,,,63,,,,,,,
VH-0006,40.8077,-73.8992,2026-05-29T11:38:00.000Z,Vehicle,VH-0006,,,,,,,R-006,DRV-006,Driver 6,North DC,WH-North,Northeast,Active,27,173,,,,,,,,,,,,,,64,,,,,,,
VH-0006,40.8257,-73.8772,2026-05-29T11:50:00.000Z,Vehicle,VH-0006,,,,,,,R-006,DRV-006,Driver 6,North DC,WH-North,Northeast,Active,28,195,,,,,,,,,,,,,,65,,,,,,,
VH-0007,33.794,-84.388,2026-05-29T10:50:00.000Z,Vehicle,VH-0007,,,,,,,R-007,DRV-007,Driver 7,South DC,WH-South,Southeast,Maintenance,24,102,,,,,,,,,,,,,,67,,,,Inspection due,,,
VH-0007,33.812,-84.366,2026-05-29T11:02:00.000Z,Vehicle,VH-0007,,,,,,,R-007,DRV-007,Driver 7,South DC,WH-South,Southeast,Alert,25,124,,,,,,,,,,,,,,68,,,,,,,
VH-0007,33.83,-84.344,2026-05-29T11:14:00.000Z,Vehicle,VH-0007,,,,,,,R-007,DRV-007,Driver 7,South DC,WH-South,Southeast,Active,26,146,,,,,,,,,,,,,,69,,,,,,,
VH-0007,33.848,-84.322,2026-05-29T11:26:00.000Z,Vehicle,VH-0007,,,,,,,R-007,DRV-007,Driver 7,South DC,WH-South,Southeast,Active,27,168,,,,,,,,,,,,,,70,,,,,,,
VH-0007,33.866,-84.3,2026-05-29T11:38:00.000Z,Vehicle,VH-0007,,,,,,,R-007,DRV-007,Driver 7,South DC,WH-South,Southeast,Active,28,190,,,,,,,,,,,,,,71,,,,,,,
VH-0007,33.884,-84.278,2026-05-29T11:50:00.000Z,Vehicle,VH-0007,,,,,,,R-007,DRV-007,Driver 7,South DC,WH-South,Southeast,Idle,0,212,,,,,,,,,,,,,,72,,,,,,,
VH-0008,41.9681,-87.5778,2026-05-29T10:50:00.000Z,Vehicle,VH-0008,,,,,,,R-008,DRV-008,Driver 8,Central DC,WH-Central,Central,Alert,25,119,,,,,,,,,,,,,,74,,,,,,,
VH-0008,41.9861,-87.5558,2026-05-29T11:02:00.000Z,Vehicle,VH-0008,,,,,,,R-008,DRV-008,Driver 8,Central DC,WH-Central,Central,Active,26,141,,,,,,,,,,,,,,75,,,,,,,
VH-0008,42.0041,-87.5338,2026-05-29T11:14:00.000Z,Vehicle,VH-0008,,,,,,,R-008,DRV-008,Driver 8,Central DC,WH-Central,Central,Active,27,163,,,,,,,,,,,,,,76,,,,,,,
VH-0008,42.0221,-87.5118,2026-05-29T11:26:00.000Z,Vehicle,VH-0008,,,,,,,R-008,DRV-008,Driver 8,Central DC,WH-Central,Central,Active,28,185,,,,,,,,,,,,,,77,,,,,,,
VH-0008,42.0401,-87.4898,2026-05-29T11:38:00.000Z,Vehicle,VH-0008,,,,,,,R-008,DRV-008,Driver 8,Central DC,WH-Central,Central,Idle,0,207,,,,,,,,,,,,,,78,,,,,,,
VH-0008,42.0581,-87.4678,2026-05-29T11:50:00.000Z,Vehicle,VH-0008,,,,,,,R-008,DRV-008,Driver 8,Central DC,WH-Central,Central,Delayed,30,229,,,,,,,,,,,,,,79,,,,,,,
VH-0009,34.1872,-118.1397,2026-05-29T10:50:00.000Z,Mobile Asset,VH-0009,AST-0009,,,,,,R-009,DRV-009,Driver 9,West DC,WH-West,West,Active,26,136,,,,,,,,,,,,,,81,38,,,,,,
VH-0009,34.2052,-118.1177,2026-05-29T11:02:00.000Z,Mobile Asset,VH-0009,AST-0009,,,,,,R-009,DRV-009,Driver 9,West DC,WH-West,West,Active,27,158,,,,,,,,,,,,,,82,39,,,,,,
VH-0009,34.2232,-118.0957,2026-05-29T11:14:00.000Z,Mobile Asset,VH-0009,AST-0009,,,,,,R-009,DRV-009,Driver 9,West DC,WH-West,West,Active,28,180,,,,,,,,,,,,,,83,40,,,,,,
VH-0009,34.2412,-118.0737,2026-05-29T11:26:00.000Z,Mobile Asset,VH-0009,AST-0009,,,,,,R-009,DRV-009,Driver 9,West DC,WH-West,West,Idle,0,202,,,,,,,,,,,,,,84,41,,,,,,
VH-0009,34.2592,-118.0517,2026-05-29T11:38:00.000Z,Mobile Asset,VH-0009,AST-0009,,,,,,R-009,DRV-009,Driver 9,West DC,WH-West,West,Delayed,30,224,,,,,,,,,,,,,,85,42,,,,,,
VH-0009,34.2772,-118.0297,2026-05-29T11:50:00.000Z,Mobile Asset,VH-0009,AST-0009,,,,,,R-009,DRV-009,Driver 9,West DC,WH-West,West,Offline,0,246,,,,,,,,,,,,,,86,43,,,,,,
VH-0010,32.9567,-96.641,2026-05-29T10:50:00.000Z,Vehicle,VH-0010,,,,,,,R-010,DRV-010,Driver 10,Texas Hub,WH-Texas,Southwest,Active,27,153,,,,,,,,,,,,,,88,,,,,,,
VH-0010,32.9747,-96.619,2026-05-29T11:02:00.000Z,Vehicle,VH-0010,,,,,,,R-010,DRV-010,Driver 10,Texas Hub,WH-Texas,Southwest,Active,28,175,,,,,,,,,,,,,,89,,,,,,,
VH-0010,32.9927,-96.597,2026-05-29T11:14:00.000Z,Vehicle,VH-0010,,,,,,,R-010,DRV-010,Driver 10,Texas Hub,WH-Texas,Southwest,Idle,0,197,,,,,,,,,,,,,,90,,,,,,,
VH-0010,33.0107,-96.575,2026-05-29T11:26:00.000Z,Vehicle,VH-0010,,,,,,,R-010,DRV-010,Driver 10,Texas Hub,WH-Texas,Southwest,Delayed,30,219,,,,,,,,,,,,,,91,,,,,,,
VH-0010,33.0287,-96.553,2026-05-29T11:38:00.000Z,Vehicle,VH-0010,,,,,,,R-010,DRV-010,Driver 10,Texas Hub,WH-Texas,Southwest,Offline,0,241,,,,,,,,,,,,,,92,,,,,,,
VH-0010,33.0467,-96.531,2026-05-29T11:50:00.000Z,Vehicle,VH-0010,,,,,,,R-010,DRV-010,Driver 10,Texas Hub,WH-Texas,Southwest,Maintenance,32,263,,,,,,,,,,,,,,93,,,,Inspection due,,,
VH-0011,40.9607,-73.7272,2026-05-29T10:50:00.000Z,Vehicle,VH-0011,,,,,,,R-011,DRV-011,Driver 11,North DC,WH-North,Northeast,Active,28,170,,,,,,,,,,,,,,95,,,,,,,
VH-0011,40.9787,-73.7052,2026-05-29T11:02:00.000Z,Vehicle,VH-0011,,,,,,,R-011,DRV-011,Driver 11,North DC,WH-North,Northeast,Idle,0,192,,,,,,,,,,,,,,96,,,,,,,
VH-0011,40.9967,-73.6832,2026-05-29T11:14:00.000Z,Vehicle,VH-0011,,,,,,,R-011,DRV-011,Driver 11,North DC,WH-North,Northeast,Delayed,30,214,,,,,,,,,,,,,,97,,,,,,,
VH-0011,41.0147,-73.6612,2026-05-29T11:26:00.000Z,Vehicle,VH-0011,,,,,,,R-011,DRV-011,Driver 11,North DC,WH-North,Northeast,Offline,0,236,,,,,,,,,,,,,,25,,,,,,,
VH-0011,41.0327,-73.6392,2026-05-29T11:38:00.000Z,Vehicle,VH-0011,,,,,,,R-011,DRV-011,Driver 11,North DC,WH-North,Northeast,Maintenance,32,258,,,,,,,,,,,,,,26,,,,Inspection due,,,
VH-0011,41.0507,-73.6172,2026-05-29T11:50:00.000Z,Vehicle,VH-0011,,,,,,,R-011,DRV-011,Driver 11,North DC,WH-North,Northeast,Alert,33,280,,,,,,,,,,,,,,27,,,,,,,
VH-0012,33.524,-84.128,2026-05-29T10:50:00.000Z,Vehicle,VH-0012,,,,,,,R-012,DRV-012,Driver 12,South DC,WH-South,Southeast,Idle,0,187,,,,,,,,,,,,,,29,,,,,,,
VH-0012,33.542,-84.106,2026-05-29T11:02:00.000Z,Vehicle,VH-0012,,,,,,,R-012,DRV-012,Driver 12,South DC,WH-South,Southeast,Delayed,30,209,,,,,,,,,,,,,,30,,,,,,,
VH-0012,33.56,-84.084,2026-05-29T11:14:00.000Z,Vehicle,VH-0012,,,,,,,R-012,DRV-012,Driver 12,South DC,WH-South,Southeast,Offline,0,231,,,,,,,,,,,,,,31,,,,,,,
VH-0012,33.578,-84.062,2026-05-29T11:26:00.000Z,Vehicle,VH-0012,,,,,,,R-012,DRV-012,Driver 12,South DC,WH-South,Southeast,Maintenance,32,253,,,,,,,,,,,,,,32,,,,Inspection due,,,
VH-0012,33.596,-84.04,2026-05-29T11:38:00.000Z,Vehicle,VH-0012,,,,,,,R-012,DRV-012,Driver 12,South DC,WH-South,Southeast,Alert,33,275,,,,,,,,,,,,,,33,,,,,,,
VH-0012,33.614,-84.018,2026-05-29T11:50:00.000Z,Vehicle,VH-0012,,,,,,,R-012,DRV-012,Driver 12,South DC,WH-South,Southeast,Active,34,297,,,,,,,,,,,,,,34,,,,,,,
VH-0013,41.6981,-87.3178,2026-05-29T10:50:00.000Z,Vehicle,VH-0013,,,,,,,R-013,DRV-013,Driver 13,Central DC,WH-Central,Central,Delayed,30,204,,,,,,,,,,,,,,36,,,,,,,
VH-0013,41.7161,-87.2958,2026-05-29T11:02:00.000Z,Vehicle,VH-0013,,,,,,,R-013,DRV-013,Driver 13,Central DC,WH-Central,Central,Offline,0,226,,,,,,,,,,,,,,37,,,,,,,
VH-0013,41.7341,-87.2738,2026-05-29T11:14:00.000Z,Vehicle,VH-0013,,,,,,,R-013,DRV-013,Driver 13,Central DC,WH-Central,Central,Maintenance,32,248,,,,,,,,,,,,,,38,,,,Inspection due,,,
VH-0013,41.7521,-87.2518,2026-05-29T11:26:00.000Z,Vehicle,VH-0013,,,,,,,R-013,DRV-013,Driver 13,Central DC,WH-Central,Central,Alert,33,270,,,,,,,,,,,,,,39,,,,,,,
VH-0013,41.7701,-87.2298,2026-05-29T11:38:00.000Z,Vehicle,VH-0013,,,,,,,R-013,DRV-013,Driver 13,Central DC,WH-Central,Central,Active,34,292,,,,,,,,,,,,,,40,,,,,,,
VH-0013,41.7881,-87.2078,2026-05-29T11:50:00.000Z,Vehicle,VH-0013,,,,,,,R-013,DRV-013,Driver 13,Central DC,WH-Central,Central,Active,35,314,,,,,,,,,,,,,,41,,,,,,,
VH-0014,33.9172,-118.5557,2026-05-29T10:50:00.000Z,Vehicle,VH-0014,,,,,,,R-014,DRV-014,Driver 14,West DC,WH-West,West,Offline,0,221,,,,,,,,,,,,,,43,,,,,,,
VH-0014,33.9352,-118.5337,2026-05-29T11:02:00.000Z,Vehicle,VH-0014,,,,,,,R-014,DRV-014,Driver 14,West DC,WH-West,West,Maintenance,32,243,,,,,,,,,,,,,,44,,,,Inspection due,,,
VH-0014,33.9532,-118.5117,2026-05-29T11:14:00.000Z,Vehicle,VH-0014,,,,,,,R-014,DRV-014,Driver 14,West DC,WH-West,West,Alert,33,265,,,,,,,,,,,,,,45,,,,,,,
VH-0014,33.9712,-118.4897,2026-05-29T11:26:00.000Z,Vehicle,VH-0014,,,,,,,R-014,DRV-014,Driver 14,West DC,WH-West,West,Active,34,287,,,,,,,,,,,,,,46,,,,,,,
VH-0014,33.9892,-118.4677,2026-05-29T11:38:00.000Z,Vehicle,VH-0014,,,,,,,R-014,DRV-014,Driver 14,West DC,WH-West,West,Active,35,309,,,,,,,,,,,,,,47,,,,,,,
VH-0014,34.0072,-118.4457,2026-05-29T11:50:00.000Z,Vehicle,VH-0014,,,,,,,R-014,DRV-014,Driver 14,West DC,WH-West,West,Active,36,331,,,,,,,,,,,,,,48,,,,,,,
VH-0015,32.6867,-97.057,2026-05-29T10:50:00.000Z,Vehicle,VH-0015,,,,,,,R-015,DRV-015,Driver 15,Texas Hub,WH-Texas,Southwest,Maintenance,32,238,,,,,,,,,,,,,,50,,,,Inspection due,,,
VH-0015,32.7047,-97.035,2026-05-29T11:02:00.000Z,Vehicle,VH-0015,,,,,,,R-015,DRV-015,Driver 15,Texas Hub,WH-Texas,Southwest,Alert,33,260,,,,,,,,,,,,,,51,,,,,,,
VH-0015,32.7227,-97.013,2026-05-29T11:14:00.000Z,Vehicle,VH-0015,,,,,,,R-015,DRV-015,Driver 15,Texas Hub,WH-Texas,Southwest,Active,34,282,,,,,,,,,,,,,,52,,,,,,,
VH-0015,32.7407,-96.991,2026-05-29T11:26:00.000Z,Vehicle,VH-0015,,,,,,,R-015,DRV-015,Driver 15,Texas Hub,WH-Texas,Southwest,Active,35,304,,,,,,,,,,,,,,53,,,,,,,
VH-0015,32.7587,-96.969,2026-05-29T11:38:00.000Z,Vehicle,VH-0015,,,,,,,R-015,DRV-015,Driver 15,Texas Hub,WH-Texas,Southwest,Active,36,326,,,,,,,,,,,,,,54,,,,,,,
VH-0015,32.7767,-96.947,2026-05-29T11:50:00.000Z,Vehicle,VH-0015,,,,,,,R-015,DRV-015,Driver 15,Texas Hub,WH-Texas,Southwest,Idle,0,348,,,,,,,,,,,,,,55,,,,,,,
VH-0016,40.6907,-74.1432,2026-05-29T10:50:00.000Z,Vehicle,VH-0016,,,,,,,R-016,DRV-016,Driver 16,North DC,WH-North,Northeast,Alert,33,255,,,,,,,,,,,,,,57,,,,,,,
VH-0016,40.7087,-74.1212,2026-05-29T11:02:00.000Z,Vehicle,VH-0016,,,,,,,R-016,DRV-016,Driver 16,North DC,WH-North,Northeast,Active,34,277,,,,,,,,,,,,,,58,,,,,,,
VH-0016,40.7267,-74.0992,2026-05-29T11:14:00.000Z,Vehicle,VH-0016,,,,,,,R-016,DRV-016,Driver 16,North DC,WH-North,Northeast,Active,35,299,,,,,,,,,,,,,,59,,,,,,,
VH-0016,40.7447,-74.0772,2026-05-29T11:26:00.000Z,Vehicle,VH-0016,,,,,,,R-016,DRV-016,Driver 16,North DC,WH-North,Northeast,Active,36,321,,,,,,,,,,,,,,60,,,,,,,
VH-0016,40.7627,-74.0552,2026-05-29T11:38:00.000Z,Vehicle,VH-0016,,,,,,,R-016,DRV-016,Driver 16,North DC,WH-North,Northeast,Idle,0,343,,,,,,,,,,,,,,61,,,,,,,
VH-0016,40.7807,-74.0332,2026-05-29T11:50:00.000Z,Vehicle,VH-0016,,,,,,,R-016,DRV-016,Driver 16,North DC,WH-North,Northeast,Delayed,38,5,,,,,,,,,,,,,,62,,,,,,,
VH-0017,33.749,-84.544,2026-05-29T10:50:00.000Z,Mobile Asset,VH-0017,AST-0017,,,,,,R-017,DRV-017,Driver 17,South DC,WH-South,Southeast,Active,34,272,,,,,,,,,,,,,,64,46,,,,,,
VH-0017,33.767,-84.522,2026-05-29T11:02:00.000Z,Mobile Asset,VH-0017,AST-0017,,,,,,R-017,DRV-017,Driver 17,South DC,WH-South,Southeast,Active,35,294,,,,,,,,,,,,,,65,47,,,,,,
VH-0017,33.785,-84.5,2026-05-29T11:14:00.000Z,Mobile Asset,VH-0017,AST-0017,,,,,,R-017,DRV-017,Driver 17,South DC,WH-South,Southeast,Active,36,316,,,,,,,,,,,,,,66,48,,,,,,
VH-0017,33.803,-84.478,2026-05-29T11:26:00.000Z,Mobile Asset,VH-0017,AST-0017,,,,,,R-017,DRV-017,Driver 17,South DC,WH-South,Southeast,Idle,0,338,,,,,,,,,,,,,,67,49,,,,,,
VH-0017,33.821,-84.456,2026-05-29T11:38:00.000Z,Mobile Asset,VH-0017,AST-0017,,,,,,R-017,DRV-017,Driver 17,South DC,WH-South,Southeast,Delayed,38,0,,,,,,,,,,,,,,68,50,,,,,,
VH-0017,33.839,-84.434,2026-05-29T11:50:00.000Z,Mobile Asset,VH-0017,AST-0017,,,,,,R-017,DRV-017,Driver 17,South DC,WH-South,Southeast,Offline,0,22,,,,,,,,,,,,,,69,51,,,,,,
VH-0018,41.9231,-87.7338,2026-05-29T09:00:00.000Z,Vehicle,VH-0018,,,,,,,R-018,DRV-018,Driver 18,Central DC,WH-Central,Central,Active,35,289,,,,,,,,,,,,,,71,,,,,,,
VH-0018,41.9411,-87.7118,2026-05-29T08:25:00.000Z,Vehicle,VH-0018,,,,,,,R-018,DRV-018,Driver 18,Central DC,WH-Central,Central,Active,36,311,,,,,,,,,,,,,,72,,,,,,,
VH-0018,41.9591,-87.6898,2026-05-29T07:50:00.000Z,Vehicle,VH-0018,,,,,,,R-018,DRV-018,Driver 18,Central DC,WH-Central,Central,Idle,0,333,,,,,,,,,,,,,,73,,,,,,,
VH-0018,41.9771,-87.6678,2026-05-29T07:15:00.000Z,Vehicle,VH-0018,,,,,,,R-018,DRV-018,Driver 18,Central DC,WH-Central,Central,Delayed,38,355,,,,,,,,,,,,,,74,,,,,,,
VH-0018,41.9951,-87.6458,2026-05-29T06:40:00.000Z,Vehicle,VH-0018,,,,,,,R-018,DRV-018,Driver 18,Central DC,WH-Central,Central,Offline,0,17,,,,,,,,,,,,,,75,,,,,,,
VH-0018,42.0131,-87.6238,2026-05-29T06:05:00.000Z,Vehicle,VH-0018,,,,,,,R-018,DRV-018,Driver 18,Central DC,WH-Central,Central,Maintenance,40,39,,,,,,,,,,,,,,76,,,,Inspection due,,,
VH-0019,34.1422,-118.2957,2026-05-29T10:50:00.000Z,Vehicle,VH-0019,,,,,,,R-001,DRV-019,Driver 19,West DC,WH-West,West,Active,36,306,,,,,,,,,,,,,,78,,,,,,,
VH-0019,34.1602,-118.2737,2026-05-29T11:02:00.000Z,Vehicle,VH-0019,,,,,,,R-001,DRV-019,Driver 19,West DC,WH-West,West,Idle,0,328,,,,,,,,,,,,,,79,,,,,,,
VH-0019,34.1782,-118.2517,2026-05-29T11:14:00.000Z,Vehicle,VH-0019,,,,,,,R-001,DRV-019,Driver 19,West DC,WH-West,West,Delayed,38,350,,,,,,,,,,,,,,80,,,,,,,
VH-0019,34.1962,-118.2297,2026-05-29T11:26:00.000Z,Vehicle,VH-0019,,,,,,,R-001,DRV-019,Driver 19,West DC,WH-West,West,Offline,0,12,,,,,,,,,,,,,,81,,,,,,,
VH-0019,34.2142,-118.2077,2026-05-29T11:38:00.000Z,Vehicle,VH-0019,,,,,,,R-001,DRV-019,Driver 19,West DC,WH-West,West,Maintenance,40,34,,,,,,,,,,,,,,82,,,,Inspection due,,,
VH-0019,34.2322,-118.1857,2026-05-29T11:50:00.000Z,Vehicle,VH-0019,,,,,,,R-001,DRV-019,Driver 19,West DC,WH-West,West,Alert,41,56,,,,,,,,,,,,,,83,,,,,,,
VH-0020,32.9117,-96.797,2026-05-29T10:50:00.000Z,Vehicle,VH-0020,,,,,,,R-002,DRV-020,Driver 20,Texas Hub,WH-Texas,Southwest,Idle,0,323,,,,,,,,,,,,,,85,,,,,,,
VH-0020,32.9297,-96.775,2026-05-29T11:02:00.000Z,Vehicle,VH-0020,,,,,,,R-002,DRV-020,Driver 20,Texas Hub,WH-Texas,Southwest,Delayed,38,345,,,,,,,,,,,,,,86,,,,,,,
VH-0020,32.9477,-96.753,2026-05-29T11:14:00.000Z,Vehicle,VH-0020,,,,,,,R-002,DRV-020,Driver 20,Texas Hub,WH-Texas,Southwest,Offline,0,7,,,,,,,,,,,,,,87,,,,,,,
VH-0020,32.9657,-96.731,2026-05-29T11:26:00.000Z,Vehicle,VH-0020,,,,,,,R-002,DRV-020,Driver 20,Texas Hub,WH-Texas,Southwest,Maintenance,40,29,,,,,,,,,,,,,,88,,,,Inspection due,,,
VH-0020,32.9837,-96.709,2026-05-29T11:38:00.000Z,Vehicle,VH-0020,,,,,,,R-002,DRV-020,Driver 20,Texas Hub,WH-Texas,Southwest,Alert,41,51,,,,,,,,,,,,,,89,,,,,,,
